District,Division,Year,Season,Yield_t_ha,Production(tons),Area(ha),Rain,Tmax,Tmin,Tmean,RH,Sunshine,Cloud,Wind,TempRange,NDVI_mean_season,NDVI_max_season,NDVI_integral,NDVI_peak_date,NDVI_anom,Area_ir,Area_rf,Area_total,Pct_irrigated,Planting_Month_w,Maturity_Month_w,Yield_t_ha_lag1,Yield_t_ha_ma3
Bogura,North region,2010,Aus,1.9591133557156404,43404.0,22154.92017007104,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,1.6852159201197667,1.9467857512064202
Bogura,North region,2011,Aus,2.0781923985790853,53248.0,25622.26675278336,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,1.9591133557156404,1.9034805244520607
Bogura,North region,2012,Aus,2.1961999686631635,50923.0,23186.86855778304,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,2.0781923985790853,1.9075072248048308
Bogura,North region,2013,Aus,2.420335452376661,56120.0,23186.86855778304,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,2.1961999686631635,2.077835240985963
Bogura,North region,2014,Aus,2.2967436402660426,52125.0,22695.17550246144,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,2.420335452376661,2.23157593987297
Bogura,North region,2006,Boro,3.6080679829499154,677991.0,187909.7076895104,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
Bogura,North region,2007,Boro,4.001165349697916,759711.0,189872.4330543744,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,3.6080679829499154,3.6080679829499154
Bogura,North region,2008,Boro,4.1446285480132605,782885.0,188891.47505758464,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,4.001165349697916,3.804616666323916
Bogura,North region,2009,Boro,3.986936034489769,747627.0,187519.1860447488,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,4.1446285480132605,3.917953960220364
Bogura,North region,2010,Boro,3.7324328036103154,696400.0,186580.72004039423,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,3.986936034489769,4.044243310733648
Bogura,North region,2011,Boro,3.7285982756442175,692543.0,185738.16453325056,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,3.7324328036103154,3.9546657953711146
Bogura,North region,2012,Boro,3.969262236999097,730444.0,184025.13020964863,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,3.7285982756442175,3.815989037914767
Bogura,North region,2013,Boro,4.04733810782616,756043.0,186800.05965848832,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,3.969262236999097,3.810097772084543
Bogura,North region,2014,Boro,3.620655262341405,688437.0,190141.549006464,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,4.04733810782616,3.9150662068231576
Chandpur,Chittagong,2006,Aman,1.61643653341641,77183.0,47748.8589278976,11330.0,33.193333333333335,22.15833333333333,27.675833333333333,83.3,365.0,3.685,0.8333333333333334,11.035,0.5954,0.706,8.931000000000001,2006-11-01,0.00112,0.0,0.0,0.0,0.0,,,,
Chandpur,Chittagong,2007,Aman,1.2459319632463035,42389.0,34021.921943116795,18559.0,33.193333333333335,22.37,27.78166666666667,84.3,343.7,4.086666666666667,0.8083333333333333,10.823333333333334,0.6131333333333333,0.756,9.197,2007-10-21,0.0325866666666666,0.0,0.0,0.0,0.0,,,1.61643653341641,1.61643653341641
Chandpur,Chittagong,2008,Aman,1.6531101893072149,79282.0,47959.2954618624,14242.0,33.36833333333333,22.063333333333333,27.71583333333333,83.91666666666667,374.8,3.605,0.8616666666666667,11.305,0.6407333333333334,0.793,9.611,2008-10-21,0.0529733333333333,0.0,0.0,0.0,0.0,,,1.2459319632463035,1.4311842483313568
Chandpur,Chittagong,2009,Aman,1.899075726018156,99443.0,52363.89399200256,15709.0,33.3825641025641,22.034358974358973,27.70846153846154,82.73846153846154,394.5556531398096,3.623076923076923,2.132307692307692,11.34820512820513,0.635,0.767,9.525,2009-10-21,0.0343066666666665,0.0,0.0,0.0,0.0,,,1.6531101893072149,1.505159561989976
Chandpur,Chittagong,2010,Aman,1.5618535444268973,82066.0,52543.97910279936,13795.0,33.690000000000005,22.6,28.145,82.73333333333333,381.8,3.7816666666666663,2.0283333333333333,11.090000000000003,0.6529333333333334,0.78,9.794,2010-10-21,0.0289466666666666,0.0,21733.0,21733.0,0.0,7.0,12.0,1.899075726018156,1.599372626190558
Chandpur,Chittagong,2011,Aman,1.7667266306197,77592.0,43918.509324096,20758.0,33.45846153846154,21.84307692307692,27.65076923076923,83.41538461538461,398.7676531398096,3.549230769230769,2.2169230769230768,11.61538461538462,0.6407333333333334,0.758,9.611,2011-10-21,0.0132933333333333,0.0,0.0,0.0,0.0,,,1.5618535444268973,1.7046798199174227
Chandpur,Chittagong,2012,Aman,1.9271439384464584,90938.0,47187.96462775296,14668.0,33.03384615384615,21.821538461538463,27.427692307692308,83.4,406.0676531398096,3.6876923076923074,2.3107692307692305,11.212307692307686,0.6282,0.773,9.423,2012-10-21,-0.0083066666666666,0.0,0.0,0.0,0.0,,,1.7667266306197,1.7425519670215845
Chandpur,Chittagong,2013,Aman,1.895052862048893,70130.0,37006.88324027904,14830.0,33.12307692307692,21.907692307692308,27.515384615384612,83.36923076923077,375.4676531398096,3.8953846153846152,2.226153846153846,11.215384615384616,0.6492,0.774,9.738,2013-11-01,0.00968,0.0,0.0,0.0,0.0,,,1.9271439384464584,1.7519080378310186
Chandpur,Chittagong,2014,Aman,1.661019978867028,71142.0,42830.30963211264,14830.0,33.25333333333334,22.063333333333333,27.70846153846154,83.4,375.4676531398096,3.6876923076923074,2.0283333333333333,11.212307692307686,0.6284666666666666,0.77,9.427,2014-10-21,-0.0127466666666666,0.0,0.0,0.0,0.0,,,1.895052862048893,1.8629744770383503
Chandpur,Chittagong,2006,Aus,1.63713082552186,24838.0,15171.6647275776,20913.0,35.358333333333334,25.102083333333336,30.230208333333334,83.27083333333333,287.0,4.914583333333334,1.39375,10.256249999999998,0.5026666666666667,0.622,6.032,2006-07-21,0.0292166666666667,0.0,0.0,0.0,0.0,,,,
Chandpur,Chittagong,2007,Aus,1.6449104497665037,15610.0,9489.878310528,23695.0,35.333333333333336,24.902083333333334,30.117708333333336,84.35416666666667,282.5,5.110416666666667,1.3979166666666665,10.431250000000002,0.4691666666666667,0.559,5.63,2007-04-01,-0.0065166666666666,0.0,0.0,0.0,0.0,,,1.63713082552186,1.63713082552186
Chandpur,Chittagong,2008,Aus,1.8847394211809088,23942.0,12703.0823099136,22626.0,35.34375,24.68958333333333,30.016666666666666,82.47916666666667,284.2,4.939583333333333,1.4958333333333331,10.654166666666669,0.5440833333333334,0.67,6.529,2008-04-01,0.0633833333333333,0.0,0.0,0.0,0.0,,,1.6449104497665037,1.6410206376441818
Chandpur,Chittagong,2009,Aus,1.7827454238304556,21373.0,11988.81215136,21896.33333333333,35.39102564102564,25.360897435897435,30.37596153846154,81.53205128205128,327.64452251184764,4.834615384615384,3.4102564102564106,10.030128205128207,0.5533333333333333,0.63,6.64,2009-04-01,0.0551333333333333,0.0,0.0,0.0,0.0,,,1.8847394211809088,1.7222602321564242
Chandpur,Chittagong,2010,Aus,1.9159946362136309,22558.0,11773.51938968832,20031.0,35.166666666666664,25.84166666666667,30.504166666666663,82.52083333333333,266.5,5.3500000000000005,3.25625,9.324999999999996,0.5094166666666667,0.67,6.113,2010-07-21,-0.0072166666666665,0.0,4920.0,4920.0,0.0,6.0,9.0,1.7827454238304556,1.7707984315926228
Chandpur,Chittagong,2011,Aus,2.445273809106573,24282.0,9930.17628928512,22763.0,34.67307692307692,24.775,29.724038461538463,83.59615384615384,290.5445225118477,5.213461538461539,2.919230769230769,9.89807692307692,0.5345,0.596,6.414,2011-04-11,0.0187666666666665,0.0,0.0,0.0,0.0,,,1.9159946362136309,1.8611598270749985
Chandpur,Chittagong,2012,Aus,2.234692145442191,22360.0,10005.852504384,28223.0,35.16153846153846,25.05192307692308,30.10673076923077,84.4423076923077,285.5445225118477,5.090384615384616,3.146153846153846,10.109615384615385,0.5267499999999999,0.626,6.321,2012-04-11,0.0046499999999999,0.0,0.0,0.0,0.0,,,2.445273809106573,2.04800462305022
Chandpur,Chittagong,2013,Aus,2.198832292790212,22552.0,10256.35291693056,23322.0,34.80384615384615,25.04615384615385,29.925,83.3076923076923,290.44452251184765,5.201923076923077,3.2423076923076923,9.757692307692302,0.5430833333333334,0.591,6.517,2013-04-21,0.0094666666666666,0.0,0.0,0.0,0.0,,,2.234692145442191,2.198653530254132
Chandpur,Chittagong,2014,Aus,2.189531749461177,25969.0,11860.52680276992,22626.0,35.333333333333336,25.05192307692308,30.117708333333336,83.27083333333333,287.0,5.090384615384616,2.919230769230769,10.109615384615385,0.5450833333333334,0.588,6.541,2014-04-01,0.0116666666666667,0.0,0.0,0.0,0.0,,,2.198832292790212,2.292932749112992
Chandpur,Chittagong,2006,Boro,3.152635933848984,205306.0,65122.0135492608,4.0,32.894444444444446,17.744444444444444,25.319444444444443,75.5,284.6,1.1916666666666669,0.8583333333333334,15.150000000000002,0.521,0.61,4.689,2006-03-01,0.0304666666666666,0.0,0.0,0.0,0.0,,,,
Chandpur,Chittagong,2007,Boro,3.70285426194142,252391.0,68161.2027224832,951.0,31.616666666666667,16.019444444444446,23.81805555555556,73.80555555555556,257.3,1.1277777777777778,0.7472222222222222,15.59722222222222,0.5166666666666667,0.631,4.65,2007-03-01,0.0188222222222222,0.0,0.0,0.0,0.0,,,3.152635933848984,3.152635933848984
Chandpur,Chittagong,2008,Boro,3.446689066738232,229990.0,66727.80617766912,924.0,31.03611111111111,16.772222222222222,23.904166666666665,76.80555555555556,261.0,1.822222222222222,0.775,14.26388888888889,0.514888888888889,0.625,4.634,2008-03-21,0.0193777777777778,0.0,0.0,0.0,0.0,,,3.70285426194142,3.427745097895202
Chandpur,Chittagong,2009,Boro,4.113044170070304,270438.0,65751.299722944,82.0,32.424786324786325,17.180341880341878,24.8025641025641,73.3076923076923,287.03339188388577,1.1615384615384614,2.5128205128205128,15.244444444444447,0.5074444444444445,0.595,4.567,2009-03-21,0.0037999999999999,0.0,0.0,0.0,0.0,,,3.446689066738232,3.434059754176212
Chandpur,Chittagong,2010,Boro,3.880025210196982,258904.0,66727.40149202688,459.0,32.794444444444444,16.969444444444445,24.881944444444443,73.13888888888889,265.4,1.6666666666666667,2.594444444444445,15.825,0.5027777777777778,0.575,4.525,2010-03-01,-0.0095777777777777,49775.0,29044.0,78819.0,0.6315101688679126,7.946611857547039,4.0,4.113044170070304,3.754195832916652
Chandpur,Chittagong,2011,Boro,3.859644843297066,254239.0,65871.08667304703,657.0,31.971794871794877,16.27179487179487,24.121794871794872,71.66666666666667,298.43339188388575,1.3153846153846154,2.817948717948718,15.700000000000005,0.5255555555555556,0.614,4.73,2011-03-01,0.0129999999999999,0.0,0.0,0.0,0.0,,,3.880025210196982,3.813252815668506
Chandpur,Chittagong,2012,Boro,3.577830229792047,233621.0,65296.83774670848,569.0,32.46410256410256,16.96153846153846,24.71282051282051,72.74358974358974,288.93339188388575,1.453846153846154,2.676923076923077,15.5025641025641,0.522888888888889,0.615,4.706,2012-03-11,0.0094222222222222,0.0,0.0,0.0,0.0,,,3.859644843297066,3.950904741188117
Chandpur,Chittagong,2013,Boro,3.274120616515178,210305.0,64232.51450761728,123.0,32.61025641025641,16.246153846153845,24.42820512820513,71.97435897435898,298.03339188388577,1.1,2.684615384615385,16.364102564102566,0.5143333333333333,0.592,4.629,2013-03-11,-0.0003777777777778,0.0,0.0,0.0,0.0,,,3.577830229792047,3.772500094428698
Chandpur,Chittagong,2014,Boro,3.4432579681930413,221831.0,64424.74018768127,569.0,32.424786324786325,16.96153846153846,24.71282051282051,73.3076923076923,284.8,1.3153846153846154,2.5128205128205128,15.5025641025641,0.5281111111111111,0.62,4.753,2014-03-11,0.0135111111111111,0.0,0.0,0.0,0.0,,,3.274120616515178,3.5705318965347637
Chittagong,Chittagong,2005,Aman,2.514631903890905,643804.0,256023.15750620927,17045.0,33.25333333333334,22.32333333333333,27.78833333333333,84.45,370.5,3.8916666666666666,0.8133333333333332,10.930000000000003,0.6356666666666667,0.788,9.535,2005-11-21,0.0910933333333333,4695.0,133716.0,138411.0,0.0339207143940871,7.0,11.966079285605913,,
Chittagong,Chittagong,2006,Aman,2.456824178530583,456501.0,185809.3892062848,11330.0,33.193333333333335,22.15833333333333,27.675833333333333,83.3,365.0,3.685,0.8333333333333334,11.035,0.5954,0.706,8.931000000000001,2006-11-01,0.00112,0.0,0.0,0.0,0.0,,,2.514631903890905,2.514631903890905
Chittagong,Chittagong,2007,Aman,2.4137465480421585,440316.0,182420.1469525248,18559.0,33.193333333333335,22.37,27.78166666666667,84.3,343.7,4.086666666666667,0.8083333333333333,10.823333333333334,0.6131333333333333,0.756,9.197,2007-10-21,0.0325866666666666,0.0,0.0,0.0,0.0,,,2.456824178530583,2.485728041210744
Chittagong,Chittagong,2008,Aman,2.4453395713661124,469112.0,191839.2052756608,14242.0,33.36833333333333,22.063333333333333,27.71583333333333,83.91666666666667,374.8,3.605,0.8616666666666667,11.305,0.6407333333333334,0.793,9.611,2008-10-21,0.0529733333333333,0.0,0.0,0.0,0.0,,,2.4137465480421585,2.4617342101545487
Chittagong,Chittagong,2009,Aman,2.5789040317566343,489931.0,189976.43726443007,15709.0,33.3825641025641,22.034358974358973,27.70846153846154,82.73846153846154,394.5556531398096,3.623076923076923,2.132307692307692,11.34820512820513,0.635,0.767,9.525,2009-10-21,0.0343066666666665,0.0,0.0,0.0,0.0,,,2.4453395713661124,2.4386367659796178
Chittagong,Chittagong,2010,Aman,2.579840720295841,478656.0,185537.0357690573,13795.0,33.690000000000005,22.6,28.145,82.73333333333333,381.8,3.7816666666666663,2.0283333333333333,11.090000000000003,0.6529333333333334,0.78,9.794,2010-10-21,0.0289466666666666,5113.0,147008.0,152121.0,0.0336114014501613,7.0,11.96638859854984,2.5789040317566343,2.479330050388302
Chittagong,Chittagong,2011,Aman,2.537743154830228,467750.0,184317.3132433459,20758.0,33.45846153846154,21.84307692307692,27.65076923076923,83.41538461538461,398.7676531398096,3.549230769230769,2.2169230769230768,11.61538461538462,0.6407333333333334,0.758,9.611,2011-10-21,0.0132933333333333,0.0,0.0,0.0,0.0,,,2.579840720295841,2.5346947744728627
Chittagong,Chittagong,2012,Aman,2.6369732007777698,474409.0,179906.64442857215,14668.0,33.03384615384615,21.821538461538463,27.427692307692308,83.4,406.0676531398096,3.6876923076923074,2.3107692307692305,11.212307692307686,0.6282,0.773,9.423,2012-10-21,-0.0083066666666666,0.0,0.0,0.0,0.0,,,2.537743154830228,2.565495968960901
Chittagong,Chittagong,2013,Aman,2.678134519802484,477130.0,178157.59308281087,14830.0,33.12307692307692,21.907692307692308,27.515384615384612,83.36923076923077,375.4676531398096,3.8953846153846152,2.226153846153846,11.215384615384616,0.6492,0.774,9.738,2013-11-01,0.00968,0.0,0.0,0.0,0.0,,,2.6369732007777698,2.584852358634613
Chittagong,Chittagong,2014,Aman,2.7985191797832685,495198.0,176950.0111263667,14830.0,33.25333333333334,22.063333333333333,27.70846153846154,83.4,375.4676531398096,3.6876923076923074,2.0283333333333333,11.212307692307686,0.6284666666666666,0.77,9.427,2014-10-21,-0.0127466666666666,0.0,0.0,0.0,0.0,,,2.678134519802484,2.6176169584701605
Chittagong,Chittagong,2005,Aus,2.363621652171012,82878.0,35063.9874718848,15938.0,35.354166666666664,25.17083333333333,30.2625,82.77083333333333,309.2,4.583333333333333,1.5208333333333333,10.18333333333333,0.5139166666666667,0.58,6.167,2005-04-01,0.0490499999999999,0.0,31361.0,31361.0,0.0,5.0,8.0,,
Chittagong,Chittagong,2006,Aus,2.337161902200307,86859.0,37164.3059551104,20913.0,35.358333333333334,25.102083333333336,30.230208333333334,83.27083333333333,287.0,4.914583333333334,1.39375,10.256249999999998,0.5026666666666667,0.622,6.032,2006-07-21,0.0292166666666667,0.0,0.0,0.0,0.0,,,2.363621652171012,2.363621652171012
Chittagong,Chittagong,2007,Aus,2.3202847982885246,93523.0,40306.689967104,23695.0,35.333333333333336,24.902083333333334,30.117708333333336,84.35416666666667,282.5,5.110416666666667,1.3979166666666665,10.431250000000002,0.4691666666666667,0.559,5.63,2007-04-01,-0.0065166666666666,0.0,0.0,0.0,0.0,,,2.337161902200307,2.3503917771856595
Chittagong,Chittagong,2008,Aus,2.440646356903872,102177.0,41864.729689728,22626.0,35.34375,24.68958333333333,30.016666666666666,82.47916666666667,284.2,4.939583333333333,1.4958333333333331,10.654166666666669,0.5440833333333334,0.67,6.529,2008-04-01,0.0633833333333333,0.0,0.0,0.0,0.0,,,2.3202847982885246,2.340356117553281
Chittagong,Chittagong,2009,Aus,2.4224478055673853,102418.0,42278.72310173952,21896.33333333333,35.39102564102564,25.360897435897435,30.37596153846154,81.53205128205128,327.64452251184764,4.834615384615384,3.4102564102564106,10.030128205128207,0.5533333333333333,0.63,6.64,2009-04-01,0.0551333333333333,0.0,0.0,0.0,0.0,,,2.440646356903872,2.366031019130901
Chittagong,Chittagong,2010,Aus,2.3351419762324257,102349.0,43829.88316844544,20031.0,35.166666666666664,25.84166666666667,30.504166666666663,82.52083333333333,266.5,5.3500000000000005,3.25625,9.324999999999996,0.5094166666666667,0.67,6.113,2010-07-21,-0.0072166666666665,0.0,34479.0,34479.0,0.0,5.0,8.0,2.4224478055673853,2.394459653586594
Chittagong,Chittagong,2011,Aus,2.3915922333435926,108080.0,45191.65035458304,22763.0,34.67307692307692,24.775,29.724038461538463,83.59615384615384,290.5445225118477,5.213461538461539,2.919230769230769,9.89807692307692,0.5345,0.596,6.414,2011-04-11,0.0187666666666665,0.0,0.0,0.0,0.0,,,2.3351419762324257,2.399412046234561
Chittagong,Chittagong,2012,Aus,2.439936066195998,107343.0,43994.18553919488,28223.0,35.16153846153846,25.05192307692308,30.10673076923077,84.4423076923077,285.5445225118477,5.090384615384616,3.146153846153846,10.109615384615385,0.5267499999999999,0.626,6.321,2012-04-11,0.0046499999999999,0.0,0.0,0.0,0.0,,,2.3915922333435926,2.3830606717144676
Chittagong,Chittagong,2013,Aus,2.5071588212618106,110758.0,44176.69876384512,23322.0,34.80384615384615,25.04615384615385,29.925,83.3076923076923,290.44452251184765,5.201923076923077,3.2423076923076923,9.757692307692302,0.5430833333333334,0.591,6.517,2013-04-21,0.0094666666666666,0.0,0.0,0.0,0.0,,,2.439936066195998,2.3888900919240053
Chittagong,Chittagong,2014,Aus,2.4585591469833763,108026.0,43938.743606208,22626.0,35.333333333333336,25.05192307692308,30.117708333333336,83.27083333333333,287.0,5.090384615384616,2.919230769230769,10.109615384615385,0.5450833333333334,0.588,6.541,2014-04-01,0.0116666666666667,0.0,0.0,0.0,0.0,,,2.5071588212618106,2.446229040267134
Chittagong,Chittagong,2005,Boro,2.826777501511359,313277.0,110824.78186999296,1150.0,31.872222222222224,17.75277777777778,24.8125,76.25,284.8,1.7416666666666665,1.0333333333333334,14.119444444444444,0.5017777777777778,0.564,4.516,2005-03-21,0.0184666666666666,47440.0,0.0,47440.0,1.0,12.0,4.0,,
Chittagong,Chittagong,2006,Boro,2.68320788962896,188662.0,70312.10691098879,4.0,32.894444444444446,17.744444444444444,25.319444444444443,75.5,284.6,1.1916666666666669,0.8583333333333334,15.150000000000002,0.521,0.61,4.689,2006-03-01,0.0304666666666666,0.0,0.0,0.0,0.0,,,2.826777501511359,2.826777501511359
Chittagong,Chittagong,2007,Boro,3.4081599856154923,260882.0,76546.28922969599,951.0,31.616666666666667,16.019444444444446,23.81805555555556,73.80555555555556,257.3,1.1277777777777778,0.7472222222222222,15.59722222222222,0.5166666666666667,0.631,4.65,2007-03-01,0.0188222222222222,0.0,0.0,0.0,0.0,,,2.68320788962896,2.7549926955701594
Chittagong,Chittagong,2008,Boro,3.270713787014287,209701.0,64114.75098572543,924.0,31.03611111111111,16.772222222222222,23.904166666666665,76.80555555555556,261.0,1.822222222222222,0.775,14.26388888888889,0.514888888888889,0.625,4.634,2008-03-21,0.0193777777777778,0.0,0.0,0.0,0.0,,,3.4081599856154923,2.9727151255852706
Chittagong,Chittagong,2009,Boro,3.410479692152599,233924.0,68589.76481761536,82.0,32.424786324786325,17.180341880341878,24.8025641025641,73.3076923076923,287.03339188388577,1.1615384615384614,2.5128205128205128,15.244444444444447,0.5074444444444445,0.595,4.567,2009-03-21,0.0037999999999999,0.0,0.0,0.0,0.0,,,3.270713787014287,3.12069388741958
Chittagong,Chittagong,2010,Boro,3.3612987916745727,233916.0,69590.95709651712,459.0,32.794444444444444,16.969444444444445,24.881944444444443,73.13888888888889,265.4,1.6666666666666667,2.594444444444445,15.825,0.5027777777777778,0.575,4.525,2010-03-01,-0.0095777777777777,51665.0,0.0,51665.0,1.0,12.0,4.0,3.410479692152599,3.3631178215941264
Chittagong,Chittagong,2011,Boro,3.3808299443803165,227322.0,67238.519458176,657.0,31.971794871794877,16.27179487179487,24.121794871794872,71.66666666666667,298.43339188388575,1.3153846153846154,2.817948717948718,15.700000000000005,0.5255555555555556,0.614,4.73,2011-03-01,0.0129999999999999,0.0,0.0,0.0,0.0,,,3.3612987916745727,3.3474974236138197
Chittagong,Chittagong,2012,Boro,3.744823913078864,251413.0,67136.13399068928,569.0,32.46410256410256,16.96153846153846,24.71282051282051,72.74358974358974,288.93339188388575,1.453846153846154,2.676923076923077,15.5025641025641,0.522888888888889,0.615,4.706,2012-03-11,0.0094222222222222,0.0,0.0,0.0,0.0,,,3.3808299443803165,3.384202809402496
Chittagong,Chittagong,2013,Boro,3.3696919216147667,213771.0,63439.33064882688,123.0,32.61025641025641,16.246153846153845,24.42820512820513,71.97435897435898,298.03339188388577,1.1,2.684615384615385,16.364102564102566,0.5143333333333333,0.592,4.629,2013-03-11,-0.0003777777777778,0.0,0.0,0.0,0.0,,,3.744823913078864,3.495650883044584
Chittagong,Chittagong,2014,Boro,3.476248997660329,230000.0,66163.26970674432,569.0,32.424786324786325,16.96153846153846,24.71282051282051,73.3076923076923,284.8,1.3153846153846154,2.5128205128205128,15.5025641025641,0.5281111111111111,0.62,4.753,2014-03-11,0.0135111111111111,0.0,0.0,0.0,0.0,,,3.3696919216147667,3.498448593024649
Chuadanga,Khulna,2006,Aman,2.123296369995161,76724.0,36134.3809956096,4108.0,33.54,21.86,27.7,83.68,143.8,3.3,0.596,11.68,0.5183333333333333,0.644,7.775,2006-10-21,-0.0232799999999999,0.0,0.0,0.0,0.0,,,,
Chuadanga,Khulna,2007,Aman,2.4498202999904275,86416.0,35274.4240058496,4112.0,33.348,21.808000000000003,27.578000000000003,84.4,144.4,3.44,0.584,11.539999999999996,0.5170666666666667,0.67,7.756,2007-10-21,-0.01168,0.0,0.0,0.0,0.0,,,2.123296369995161,2.123296369995161
Chuadanga,Khulna,2008,Aman,2.3914159169707534,94440.0,39491.2483979904,3704.0,33.344,21.84,27.592,84.2,118.5,3.116,0.484,11.504,0.5389999999999999,0.711,8.084999999999999,2008-10-11,0.0160799999999998,0.0,0.0,0.0,0.0,,,2.4498202999904275,2.2865583349927943
Chuadanga,Khulna,2009,Aman,2.271605730279332,104373.0,45946.79376300288,4308.666666666667,33.72313043478261,21.42208695652174,27.57260869565217,82.85777777777777,140.23333333333335,3.124,1.6697391304347826,12.301043478260873,0.5418000000000001,0.648,8.127,2009-10-11,0.0176933333333334,0.0,0.0,0.0,0.0,,,2.3914159169707534,2.3215108623187803
Chuadanga,Khulna,2010,Aman,2.177502505432134,96142.0,44152.41762531072,3530.6666666666665,33.94713043478261,22.078086956521737,28.012608695652176,82.61777777777777,143.83333333333334,3.3560000000000003,1.7897391304347827,11.86904347826087,0.5484666666666667,0.654,8.227,2010-10-21,0.0145333333333332,42083.0,9238.0,51321.0,0.8199957132557822,7.0,11.180004286744218,2.271605730279332,2.3709473157468377
Chuadanga,Khulna,2011,Aman,2.8301794126057933,122987.0,43455.54894937344,4212.0,33.936,21.712,27.824,83.72,130.0,2.9960000000000004,2.008,12.224,0.5276,0.606,7.914,2011-10-11,-0.0053333333333334,0.0,0.0,0.0,0.0,,,2.177502505432134,2.28017471756074
Chuadanga,Khulna,2012,Aman,2.7540394577042093,119763.0,43486.30505818368,3756.0,33.304,21.324,27.314,84.0,142.3,3.304,2.032,11.98,0.5512,0.68,8.268,2012-10-21,0.0164133333333333,0.0,0.0,0.0,0.0,,,2.8301794126057933,2.426429216105753
Chuadanga,Khulna,2013,Aman,2.975683839571089,273828.0,92021.87287459584,3956.0,33.48,21.584,27.532,83.44,130.3,3.38,2.236,11.895999999999995,0.5524,0.651,8.286,2013-10-01,0.0107866666666667,0.0,0.0,0.0,0.0,,,2.7540394577042093,2.5872404585807125
